,AnonID,Q37_x,Q37_y,scores,scores_i,scores_f,compound_i,compound_f,sentiment_change
401,b8f0b876baf4c8ea37a71d9d537d75e885a200ff,"(1)  What your survey does not include is difficulties with technology starting from an old laptop with an old operating system and a shaky internet access even in a rather affluent neighborhood on my end, to students dialing into Blackboard Collaborate from a phone, having spotty internet access, and often no space to work quietly.
(2)  Your questions focus very much on modern technology.  Besides slides in PPT, nearly all my lectures were on paper with an old webcam showing everything I derived or example I went through.  Better than any fancy gaget (if I can fix some problems with the autofocus).
(3)  The main problem in online teaching is two-fold:  It is much harder to judge students' comprehension even in small-group breakout sessions, and most importantly performing equitable tests. The latter is really the main challenge as I go into summer teaching.","In the spring I had a personal relationship to students from the first half of the semester before transitioning, which made the interaction much more personal.  That relationship is very weak when teaching completely remotely, as videos (except mine) are normally off for bandwidth.

During the summer and fall I found that the testing is the most difficult aspect of class management.  After finding my final exams completely on CHEGG with solutions coming back during the 3 hour test, I completely changed my testing strategy.  I give more tests with half the time, which is difficult for a number of students.  This is contrary to my belief that physics problem solving is not a speed issue, but I could not find a viable solution at this level.  Still Respondus is only partially a solution - good cheaters need less than 10 minutes on CHEGG using another device such as a phone, if the problem is somewhat close to a standard problem.

","{'neg': 0.142, 'neu': 0.809, 'pos': 0.049, 'compound': -0.9385}","{'neg': 0.065, 'neu': 0.874, 'pos': 0.061, 'compound': -0.1419}","{'neg': 0.142, 'neu': 0.809, 'pos': 0.049, 'compound': -0.9385}",-0.1419,-0.9385,-0.7966
403,837bb885967786fd2969540d2c02189acbd4267a,online teaching lacks many key aspects of coursework including hands on lab time and and face to face interactions with group work. Online teaching particularly for lab courses is a far cry from in person lab experience and IMHO is not much more than busywork. I have discussed this with other TA's who are similarly frustrated with the unprecedented situation but online teaching is not taken seriously by students on average.,"Disheartened, I wonder if there will ever be a time at which I can associate freely with others in a social or professional setting without ""great"" bureaucratic intervention.","{'neg': 0.114, 'neu': 0.783, 'pos': 0.103, 'compound': -0.0772}","{'neg': 0.059, 'neu': 0.916, 'pos': 0.025, 'compound': -0.3555}","{'neg': 0.114, 'neu': 0.783, 'pos': 0.103, 'compound': -0.0772}",-0.3555,-0.0772,0.2783
404,b7a000dfc945f554d4836c82e2957b948bac31a0,We teach in a guided-inquiry style so we simply moved that to Zoom and used Breakout rooms for our groups and popped in and out to help/check-in on each group's progress. We made videos of each of the experiments they would have done in person and provided those via our LMS. We did not have great discussions on Zoom as it was too easy for students to not turn on their video and remain silent. We felt blind as the visual clues we had so relied on were not available via Zoom. Teaching a guided-inquiry style course on-line was do-able but we would need to work hard on getting the same level of interaction that we did in person. Online assessment without cheating was hard. We had a large number of students upload our final exam questions to Chegg which we caught. We hadn't realized that they could get real-time answers to uploaded questions.,"I applied many of the things we as a department learned from Spring 2020 to my fall 2020 courses. We were able to leverage a large number of things and shared new ideas amongst those of us teaching the same courses. When one of us would learn how to do something new, we shared it with others in the department.","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.6249}","{'neg': 0.045, 'neu': 0.897, 'pos': 0.058, 'compound': 0.4568}","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.6249}",0.4568,0.6249,0.16810000000000003
405,336e81c2ccdb478108dce1017b89fe414ab8267b,"The biggest challenge was to ensure students' participation and active engagement. This was somewhat of an issue even when teaching face to face; some students sat in the back and did not always pay attention. During remote ""class"" about 20% of students did not log in and it is unknown how many of them were paying attention. Only about 10-20% asked questions. We also had asynchronous discussion/problem solving forums through Canvas, about 50% of students participated regularly in that, and about 10% not at all.","I could plan ahead for online teaching, so I could address the shortcomings of this teaching mode by shifting learning modes and expectations.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.8833}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.8833,0.0,-0.8833
439,91433a1696d65c606ee7c1a45e48032c63ca95d9,The transition was an emergency meet be so I improvised ways to take a inquiry type class online. We used videos and I provided data. In the fall we will most likely be taking the class online again. I can’t just ivy the same emergency improvisation in the full fall semester.,"The classes were very different. Spring was a algebra based survey, fall was inquiry based preservice teacher course. I had the hybrid option which I did not have in spring.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.6369}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-0.6369,0.0,0.6369
440,d8aae3b6726c2601c2db44005bc8ad28dcea50dc,"There are several challenges I have faced in the rapid move to online:
1. Getting student feedback in-class 
2. Assessment strategies are not well-developed at my institution for distance format
3. Lack of tools to do everything we do in-class
4. Lack of rapid feedback face-to-face can provide","Increased flexibility in grading alleviated a lot of student stress. I implemented a grading scheme that weighted students highest scores the most of the lowest scores the least on aspects including; homework, exams, in-class participation.","{'neg': 0.148, 'neu': 0.734, 'pos': 0.118, 'compound': -0.2878}","{'neg': 0.092, 'neu': 0.882, 'pos': 0.026, 'compound': -0.5106}","{'neg': 0.148, 'neu': 0.734, 'pos': 0.118, 'compound': -0.2878}",-0.5106,-0.2878,0.22280000000000005
442,fdfa117bec3ff9d75c47cc38ce6c89f84a73b2e3,"Synchronous activities were a lot harder. Students were less focused, got less out of them. But they did enjoy the new asynchronous media.","Completely different vibe from spring to fall. Spring was like trying to damage control. Nobody signed up for remote instruction, and we were just trying to survive, make the final six weeks productive, despite all sorts of new technical challenges. But in the fall, everyone knew going in that the course would be fully remote, what that would entail, and how to solve the inevitable technical challenges. While I much prefer face-to-face, Fall 2020 went ok, and I'm not anxious about my upcoming remote spring 2021 course.","{'neg': 0.034, 'neu': 0.849, 'pos': 0.117, 'compound': 0.5632}","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.6712}","{'neg': 0.034, 'neu': 0.849, 'pos': 0.117, 'compound': 0.5632}",0.6712,0.5632,-0.10799999999999998
451,97ab88544928153645855427091ca1dc9d45c987,"I feel OK about my own classes. My knowledge of the subject matter saved me from my obvious technological shortcomings. I  think my entire department did a very good job.  What is worrisome to me is that we made decisions based on the ""this is the best we can do"" principle. No one knows how good THAT is on the absolute scale. We will not know. No one is asking the students how they feel about not being able to go to the physics lab or the chemistry or biology lab and  see things come to life and take ""their own"" data, graph it, interpret it, understand it and draw conclusions from it. 
You should not give me that much room to write. Thanks.","With the teaching online experience from Spring and Summer 2020, I was better adjusted to the technology and the LMT we used in my department. I felt more comfortable. I learned about ""proctoring"" exams.
I am a bit more lenient in exams and grading but not a whole lot. I am not sure I would not want to teach online one day more than absolutely necessary. Doing experiments online is not DOING anything. The students are watching a video, they are not doing anything. This is a big deficiency. 
After Covid, I hope colleges and universities show their sincere interest in education by setting  aside 2 days a week for an entire year where those interested students can come and DO experiments in the physics lab under the supervision of instructors for free. We call it ""come and do all the experiments you did not do while online"".  I volunteer my free services. Thanks.","{'neg': 0.023, 'neu': 0.774, 'pos': 0.203, 'compound': 0.9847}","{'neg': 0.051, 'neu': 0.802, 'pos': 0.147, 'compound': 0.9219}","{'neg': 0.023, 'neu': 0.774, 'pos': 0.203, 'compound': 0.9847}",0.9219,0.9847,0.06279999999999997
472,a9af65dbf8edcb41ef6c20f657faad26a9770036,"Though I had little time to get ready for online teaching, I was lucky in teaching a small class. Still, I made a number of mistakes that were hard to fix once made, but will inform my teaching if I have to do it again.","Spring 2020 was a good warm-up for fall 2020. I used the spring to figure out how to teach online, and then it was pretty smooth when I went hybrid in the fall. But in both semesters I was teaching graduate courses. I will teach undergraduates this upcoming spring and am now investigating how to do a hybrid course with a very different audience.","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.7269}","{'neg': 0.071, 'neu': 0.814, 'pos': 0.115, 'compound': 0.2144}","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.7269}",0.2144,0.7269,0.5125
474,ae14bbea789e7c9ce96ba5671924467d2ae5ad33,"I found that a synchronous lecture using Powerpoint over WebEx allowed me to do almost everything I would have been able to do in my planned class except for student homework presentations, group work, and in-class exams. I had to modify my syllabus to remove the requirement that student teams present a homework problem in class every other week, making the homework grade entirely based on written solutions.  

Lectures: I used an iPad to share my screen and annotate my slides to include the content I would have put on the board like example problems and derivations. The prepared slides were a mix of blank slides with titles and slides with content.  The saved slides that I posted for my students included annotations and I also posted the WebEx recordings of the lectures to Canvas for students who lacked reliable internet or were unable to attend synchronously due to time zone differences.  The main aspect of lecture I missed was face-to-face interaction where I could use facial expression and body language cues to gauge student understanding. Also, the students seemed hesitant to ask questions in class when they were being recorded so I offered them the opportunity to ask questions via online survey in advance of the lecture to earn their participation credit.

Office Hours: I was also able to project my iPad screen on WebEx during online office hours to ""write on the board"" for students. Students sent me messages/photos via Telegram chat to ask questions about their work, allowing me to see how their solutions were progressing. 

Course management and grading: I had already used gradescope extensively for paperless submission of homework and grading so that transition was straightforward. I also already used Canvas for online reading quizzes and course management. 

Exams: The main challenge was ensuring the integrity of exams.  I allowed the students to pick the format of the midterm exams and they chose a 3 day take home exam which was open note and open book. The final was the same format, but with a self-imposed 3 hour time limit.  I am still not sure if they followed the time limit or the requirement not to consult the internet or each other, though I saw no direct evidence of cheating.

Student feedback: I offered several opportunities for anonymous feedback during the transition to online. In general, the students reported a positive experience though some reported internet access issues prevented them from fully engaging in the synchronous lectures.  The students who completed the end of semester evaluation gave the course an overall 4.75/5 rating, though they did acknowledge they understood the challenges I faced in converting to online and were likely more lenient than if the course had been planned to be online from the beginning. They also recognized that I was bandwidth-limited since I had an infant and school age kids unexpectedly at home.","In Spring 2020 I taught a primarily lecture based course which I had never taught before (in person or online).  In Fall 2020, I taught three courses which I had previously taught in person.  The prep for converting these three courses to hybrid/online was substantial and I would consider it to be equivalent to a new course prep. 

Another important aspect of my teaching in Fall 2020 which differed from Spring 2020 was that I converted an intro physics course which had been about 25% lecture and 75% groupwork when taught face to face into a hybrid or fully remote/synchronous format. Most of the faculty in my department did not attempt to reproduce the expectations for groupwork in online teaching of this course, but I decided to try.  I used breakout rooms in Zoom, which involved a lot of trial and error.  It would be great for there to be better documentation about how to use breakout rooms to best effect (e.g. how to assign breakout rooms in advance to keep group assignments the same, not opening the breakout rooms too early to prevent students from being unassigned, etc). Ultimately I believe that this format was successful and I had students tell me that the course was their best-organized online class.  

The biggest challenge I faced was integrity of exams.  Despite using the Lon Capa software to assign different numbers for all the students on the exam problems, there was clearly cheating occurring. I did not pursue this cheating with the honor council, but instead just to be very lenient with my grading for students who seemed not to cheat.  As a result, all my students in the intro class passed with a C- or above, which was the minimum allowed to have an opportunity to go on to the next course in the sequence.  Typically I have about 10-15% of my students in this course receive a grade below C-, requiring them to retake the course if they wish to progress. However, this semester I didn't feel confident penalizing students who failed exams because they refused to cheat when there was significant evidence of cheating among the others in the course.","{'neg': 0.08, 'neu': 0.773, 'pos': 0.147, 'compound': 0.9759}","{'neg': 0.035, 'neu': 0.891, 'pos': 0.073, 'compound': 0.9039}","{'neg': 0.08, 'neu': 0.773, 'pos': 0.147, 'compound': 0.9759}",0.9039,0.9759,0.07199999999999995
477,ab55371776b2a126bc560fb08771f79072e168bb,I vacillate between this is all not so bad to I may soon choose a different career.,Students are not doing as well in remote settings. That's the main thing. Also that the amount of time spent teaching and organizing is more for my remote class.,"{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.2057}","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5549}","{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.2057}",0.5549,-0.2057,-0.7605999999999999
478,e4a63c6ee7882941237ad77f971d1b3a56c883f2,"So, the main thing that was really hard and that you didn't hit on here was that I was also stuck at home with two small children, so I had a lot of added child care responsibilities. This made any kind of teaching really hard.","I had much more time to prepare for Fall of 2020 and my courses were much better. However, I also had much higher expectations for myself. It was a huge amount of work to follow through with all those plans, and I found myself working until the wee hours of the night more often than I would like to admit.

Things were also more difficult because although my kids got to go to school occasionally, they often got sent home when they got sick or a classmate or a teacher did. Having to provide childcare during the day and teach is really difficult. This is part of why I made my classes largely asynchronous, so that I could work at night after my kids went to sleep (good golly I've been burning the midnight oil). 

My university has been having COVID related retrenchment talks. That is why my job suddenly feels less secure than it did last year.","{'neg': 0.055, 'neu': 0.873, 'pos': 0.072, 'compound': 0.183}","{'neg': 0.116, 'neu': 0.816, 'pos': 0.069, 'compound': -0.048}","{'neg': 0.055, 'neu': 0.873, 'pos': 0.072, 'compound': 0.183}",-0.048,0.183,0.23099999999999998
486,dc1266e4aeaee7ff962d40c1c84b91ee8e33d3da,"By far the biggest challenge was not pedagogical or technological, but psychological: A large fraction of the students taking our calc-based intro physics course seemed to simply check out after the transition to online, either entirely or mostly. Attendance rates at the synchronous Zoom-based lab class we tried (with breakout rooms for lab groups) were horrible. Attendance rates at our asynchronous, drop-in Zoom+Slack help sessions were horrible. Assignment completion rates were bad, and students who did turn work in seemed to be merely going through the steps mechanically, as if looking for easy points and not actually engaging. It's like everyone was in shock.

Word of mouth in the department and on campus is that this was a widespread phenomenon, not limited to this intro lab course.","In Spring 2020 I had to manage a sudden, unplanned, panicked, improvised transition of our Intro Physics 1 w/Calc lab to online. That meant winging it one lab at a time, with no at-home equipment for students to use. It was a disaster.

I spent all summer redesigning the entire Intro Physics 2 w/Calc lab to focus entirely around electronics, and I designed, sourced, and assembled take-home lab gear kits for students to pick up (or, for a few, get mailed) at the start of the term. I designed every f*ng lab to be self-paced and self-guided, using massively hacked Google Sheets to guide students through setup, data collection, analysis, and reflection.

It was NOT a disaster, but it damn near killed me. I only got through about 70% of the planned labs, 'cuz I just couldn't roll out the actual curriculum fast enough.

Fortunately, my Department Chair let me opt out of teaching the intro lab again this spring. 😅","{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.9604}","{'neg': 0.136, 'neu': 0.772, 'pos': 0.093, 'compound': -0.8557}","{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.9604}",-0.8557,-0.9604,-0.10470000000000002
490,0088e236aa66fcd717439f95208d1de11cb136fe,"'-Made me aware of the differences (pros/cons) between online and face-to-face teaching. I now feel that the best path forward for my teaching will integrate both forms of instruction- with an expectation that, should one form of instruction fail (maybe a subset of students learn better online or FTF), the structure of the course retains integrity and learning goals are still achieved.
-Made me question and explore what exactly a brick and mortar institution does for the students & community
-Made me realize how much the brick and mortar institution requires students for advanced functions - such as research, services, athletics, and community engagement.
","I felt more comfortable, but did not explore new tools to incorporate as I had envisioned that I would. Keeping up was more difficult than my previous year","{'neg': 0.127, 'neu': 0.793, 'pos': 0.079, 'compound': -0.3384}","{'neg': 0.031, 'neu': 0.836, 'pos': 0.132, 'compound': 0.8807}","{'neg': 0.127, 'neu': 0.793, 'pos': 0.079, 'compound': -0.3384}",0.8807,-0.3384,-1.2191
494,7fc200f10a9549f6122f1938b251a1901ca48b03,"My university serves a region in rural Appalachia and a commuter student base, about 20% live on campus and 30% live in neighborhoods around campus and the rest live in the surrounding rural and mountainous areas.  The issue that arise from this the students access to  internet connectivity.  My courses already used the publishers website for homework and a third party polling app, both of which work fine when students have access to campus wifi.  Once they were dispersed there was no guarantee they could safely access reliable internet at the required times. I had to abandon the polling app, because I couldn't penalize students without internet.  Average attendance went from 70-80% to about 10-20% for the the synchronous lectures. Only one student contacted me via zoom for ""office-hours"" and the general interaction with student approached zero.  This approach entirely defeats the point of paying for a university education if the students end up just watching videos and answering a few questions from a text. I now understand the frustration my colleagues have with teaching online courses and teaching upper level courses to students that took the prerequisites online.     

Like many of us, I noticed the scores on the online midterm were much better than the in-class midterm.   However the scores on a final conceptual assessment were worse than expected, when compared with there online midterm grades.  Suggesting this mode of learning wasn't actually improving their understanding. Many colleagues at my university and other had issues with cheating through the Chegg platform, which made us question the validity of any of the online grades.
","The biggest difference was in my first semester physics course, with mostly first time college students.  The remote nature of their courses, not being on campus around other students, and general not immersed in the college experience seemed to greatly hinder their ability to work.  More than 50% of the class had a homework grade lower than 50%.  My physics 2 class had 80% of the class completing the homework with a 90% or better.  Not doing the homework translated to very poor exam grades as expected.","{'neg': 0.061, 'neu': 0.879, 'pos': 0.06, 'compound': -0.0334}","{'neg': 0.072, 'neu': 0.873, 'pos': 0.055, 'compound': -0.6932}","{'neg': 0.061, 'neu': 0.879, 'pos': 0.06, 'compound': -0.0334}",-0.6932,-0.0334,0.6598
500,80734c0f513bc733cfe8d25cce5b74fc15b81f84,I used Zoom and a web cam to teach my smaller intro physics course synchronously from my living room at the usual meeting times.  My students loved and appreciated preserving the normalcy of the course routine.,Our institution pivoted to 100% online in one week in March 2020.  I was very impressed with my colleagues and learned a lot from them.  I used what I learned in the spring semester to comfortably teach online in the fall.,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.7346}","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.802}","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.7346}",0.802,0.7346,-0.06740000000000002
501,4a2b399dabcda03fd390e5bb4937f043b448fdda,I learned that everything takes longer.  Every tool you add into a video lecture takes lecture time to use. Students are stressed and easily distracted by roommates or family. They feel that it takes longer to grasp concepts.  Students complain about learning in an environment that was a non-learning (fun) environment before and the dissonance they feel because of this. I learned that at risk students are put more at risk by remote learning. Students with some kinds of ADHD really struggle without the structure of coming to class.  I learned to communicate more and to open more lines of communication (even gave them my cell phone number so they could text).  I learned that we are all have to work as partners to make the class work.,"Spring was all remote for us. Fall was hybrid.  Hybrid was more work, but it felt like we could use more of the 40 years of PER because it is mostly classroom based.  It seems like we need more research into synchronous remote instruction.","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.7579}","{'neg': 0.107, 'neu': 0.865, 'pos': 0.028, 'compound': -0.8553}","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.7579}",-0.8553,0.7579,1.6132
512,d17e83f5135bd5a464421fd1ee5159421254974c,"I think that in some ways, the online version of the course is better than the face-to-face version, but in other ways it is worse. It is much more difficult to get the students to interact with each other during the synchronous meeting times. I think this is partially due to technology (some don't have dependable internet, and few have the ability to write with a digital pen), but it is also cultural (they typically use the internet for passive consumption of information). I am also having an issue preventing cheating on homework and exams, whereas that's easier to prevent in a face-to-face setting. I like to do lots of demo experiments and make time to play with them and even allow students to interact with them. I've come up with some home demos, but not nearly as much. That said, this has forced me to make videos of the lecture-part of the class, rather than using some in-class time to do this. I can make this available asynchronously and use normal meeting times to work together on homework problems and tutorials. The biggest issue is students don't know how to get students to better engage and discuss with each other online - it's difficult to monitor progress in zoom rooms and organically switch back and forth between small and large group discussions.","The biggest difference was the preparation and expectations of the students. The students simply did not adapt well to the new format in the Spring, and in the Fall more of them knew what to expect. However, in both cases it was plainly evident that some students had more difficulties engaging with the material and participating in discussions compared to face-to-face settings. The two big hurdles I see are technological and psychological. Specifically, physics students need access to pen-based platforms (e.g., ipad or Surface) that they can use to write equations and sketch - this is absolutely necessary for introductory physics. We also need a better video platform that allows for more seamless and organic small group discussions - Teams and Zoom are terrible at this. Students seem much less self-disciplined and able to recover from failure, even when courses are structured to accommodate that. Failure is a critical component of learning, but the culture's obsession with performance and grades is increasing, and makes a growth-based mindset difficult to foster.","{'neg': 0.1, 'neu': 0.879, 'pos': 0.022, 'compound': -0.8937}","{'neg': 0.099, 'neu': 0.777, 'pos': 0.124, 'compound': 0.489}","{'neg': 0.1, 'neu': 0.879, 'pos': 0.022, 'compound': -0.8937}",0.489,-0.8937,-1.3827
565,95d0d844c42953d8ea6d46ce4ea53ef26ae9f4f8,I absolutely hate it.  Having face to face contact is an important part of learning physics. It's not history after all and I need to read faces to tell if my students are getting it.,"students have learned how to cheat much better, whether they have learned any physics or not","{'neg': 0.151, 'neu': 0.704, 'pos': 0.146, 'compound': -0.0258}","{'neg': 0.109, 'neu': 0.843, 'pos': 0.049, 'compound': -0.4927}","{'neg': 0.151, 'neu': 0.704, 'pos': 0.146, 'compound': -0.0258}",-0.4927,-0.0258,0.46690000000000004
566,a53c8d9d71ec81e6d0fd924cfdcb4200cbd49207,"I tried to keep the same approach and learning expectations in order to reduce the disruption.  I didn't anticipate how large the disruption actually was for students in terms of the patterns and pacing of the class.  Over the four weeks we were online in the spring I got more intentional about arranging deadlines to pace the work.  I thought giving more time was helpful but sometimes it wasn't if it meant that too many things were due around the same time.  Finding a pattern for lectures & associated ""in-class"" work, labs, and homework that was regular but spread the deadlines out was important.  I extended deadlines but I made students request extensions individually and tell me what was going on.  I granted them all for just about any reason, but I think they felt a lot better if they could tell me why and communicate their struggles.  This was a very different circumstance than a course that was online from the beginning.  Many of the lessons have more to do with a sudden and unanticipated transition and student stress than they have to do with online teaching.","We went online for the last 4 weeks of Spring 2020.  I learned that students needed additional structure, especially with due dates and schedules, and very predictable pattern of expectations.  They seemed to find it difficult to establish routine without the structure of classes.  Also, acknowledgements of the students' struggles and offers to consider extra time were very appreciated by students.","{'neg': 0.077, 'neu': 0.867, 'pos': 0.056, 'compound': -0.1045}","{'neg': 0.056, 'neu': 0.879, 'pos': 0.065, 'compound': 0.21}","{'neg': 0.077, 'neu': 0.867, 'pos': 0.056, 'compound': -0.1045}",0.21,-0.1045,-0.3145
569,55d8befc129d1e39fcc6b5d11c87fb53e430797e,I was teaching a face-to-face and asynchronous online class during our Jan-April session. Obviously the impact to the asynchronous online class was minimal. I'm teaching a flipped hybrid currently.,"To make zoom breakout groups work for cooperative learning (e.g. pair share) you need to provide clear ""ice breaker"" questions to get them talking. And you need to monitor continually.","{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.3818}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.3818}",0.0,0.3818,0.3818
580,4fc08dd654e9f6168f07f27ec41c442b919b1664,I found it more difficult to gauge whether students really knew how to solve the problems.  Very few seemed to take advantage of virtual office hours via Blackboard Collaborate Ultra.,"The main course I taught was different in each semester. Hands-on, inquiry-based classes require different transition strategies than lecture/discussion classes.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.16, 'neu': 0.729, 'pos': 0.111, 'compound': -0.4005}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-0.4005,0.0,0.4005
581,028832492104dee2f296baca2542c867d669e892,"I recorded audio of me giving my lecture and provided an mp3 and a pdf of my notes to my students.  Students were so pleased that they didn't have to stream class or download a huge video file.  Internet speed was a major issue for some students and for me as well.  I do just fine teaching online with the technology, etc. but I hate it compared to in person teaching.","Spring 2020 (face-to-face, except for the last 3 weeks due to COVID shutdown when I taught online) I taught the same large class as in Fall 2020 (hybrid class).  Teaching hybrid is hard.  I had to always be consciously aware of what both audiences were experiencing and could not do the same demos and interactions that I would normally do (took too much time or there were hardware issues specific to my institution).  I initially felt it was not worth it but the second half of Fall 2020 I changed my mind and felt that the in person component of the hybrid class was critical for me and for the students.  I need a live audience.  Students who attended in person did better than those who attended online (I did a correlation analysis with their attendance style and their test scores).  My students were allowed to attend every other class but anyone could attend fully online if they chose to.  After a few weeks I realized I could allow anyone to attend live that wanted to since many chose to just attend online.","{'neg': 0.031, 'neu': 0.934, 'pos': 0.035, 'compound': 0.4053}","{'neg': 0.069, 'neu': 0.811, 'pos': 0.119, 'compound': -0.0975}","{'neg': 0.031, 'neu': 0.934, 'pos': 0.035, 'compound': 0.4053}",-0.0975,0.4053,0.5028
582,62438a77c7998659c5816d2193cd2f5be53bf596,"I moved to conducting lectures synchronously online for my two classes, which were quite different from one another, and required different strategies. For my 64-student gen-ed, I used powerpoint on Zoom, encouraged students to ask questions using the chat. I had four TAs available to supervise team-based activities once a week in breakout rooms. For breakout rooms, I first tried having supergroups where there was 1 TA/room with multiple teams in the room, but that did not work. I shifted to 1 team per breakout room, with TAs moving between a subset of rooms to check on students. There were numerous challenges, mainly to do with students being able to do modified lab-like activities in their homes - for some, this was not possible. I tried to make sure at least one person per team could do the activity, and then discuss it within their team. My one remaining exam was open-book, timed and delivered through the online system. Problems were grouped by topic. Once you opened a set of problems, you had to submit within a fixed time interval. However, the whole exam was available for 24 hours. Instead of a final, I had a paper and online presentations.

For my upper-level physics class, with 18 students, it was challenging to run a traditional lecture. I began by handwriting and uploading notes that I went through on Zoom - the students hated this, it went too fast for them. I tried purely writing on OneNote - too slow. The compromise was to handwrite and upload scanned notes before class, and then annotate them using OneNote. This worked better, but it was still hard for students to stay focused. Going forward, I would intersperse my lecture with short problems for them to do, do make the learning more active. I modified the exam to be take-home, open book, and to be completed within 48 hours.

What I took away from this experience, as a novice online instructor, but one who is comfortable with technology, is that each class needs to be tailored so that student learning outcomes are minimally affected, and are what you would like them to be.","Spring 2020 was spent in triage mode - trying out small variations till something worked reasonably well. Since then, Zoom has added features, and I have had the opportunity to learn from others how to engage students better. While most of the students were very happy with the level of engagement in Fall 2020, it still remains a challenge for some. It is hard to figure out how to modify in-class activities without spending excessive time on everything associated with running - everyone is tired of the excess amount of time everything takes. Finding the right balance between activities to check-in with students during synchronous sessions and having time for instruction without expecting them to spend excessive time to prep outside of class - findign this balance is the challenge most instructors face.","{'neg': 0.03, 'neu': 0.83, 'pos': 0.139, 'compound': 0.9259}","{'neg': 0.055, 'neu': 0.871, 'pos': 0.074, 'compound': 0.7218}","{'neg': 0.03, 'neu': 0.83, 'pos': 0.139, 'compound': 0.9259}",0.7218,0.9259,0.20409999999999995
586,a47167fbd84d1144dd9711a777147ac93d74f16d,I found that I needed to develop strategies combating student fatigue and loss of interest.,"Students were much more critical of teaching and exhausted. It was difficult to get more than four or five of them do what they were asked (out of a hundred) in spite of reaching out and helping in a myriad of ways, large and small. All online exam proctoring options do not work at all. Still, students could not cope with standard exam questions although they almost certainly all cheated quite heavily.","{'neg': 0.171, 'neu': 0.755, 'pos': 0.074, 'compound': -0.8369}","{'neg': 0.249, 'neu': 0.578, 'pos': 0.173, 'compound': -0.0772}","{'neg': 0.171, 'neu': 0.755, 'pos': 0.074, 'compound': -0.8369}",-0.0772,-0.8369,-0.7596999999999999
592,5b6117f2f329a71bba877ecacd0346272ed83bc5,"I got pretty overwhelmed by the amount of information and suggestions coming out, especially since most of it was the same, so I just put together something on Blackboard and made sure it worked.  Homework and grading were already online, although purely electronic administration of the quizzes and exams had some bumps on startup.","In Spring 2020 I taught an introductory physics class, so we went 100% online.  In Fall 2020, I was teaching our undergraduate advanced lab class.  The university allowed limited in-person instruction for Fall 2020 in cases like lab and studio classes, so our department head, chief lab instructor, and I developed a plan to maintain the critical in-person hands-on laboratory part of the class.  Lectures became pre-recorded asynchronous, and we made the original lecture time a second lab section and split the students between them, in addition to spreading out the lab stations so that there was only one per room.  The class was already organized through Blackboard for distribution of course materials and lab submission and grading, so nothing there had to change.  Pre-recording and editing lectures was more time consuming than I anticipated, so I did not finish recording all of the material I'd hoped to.  I did try a discussion feature in Blackboard but it didn't result in more student interaction so I dropped it.  I did make a Slack discussion board with various channels, but the students also didn't use that to talk to each other and mostly used it to ask me questions, so it wasn't useless but wasn't what I hoped it would be.  I presume that they had other channels to communicate with each other that I didn't have access to.  Zoom for office hours and final presentations worked well.  The students and I are all very comfortable with technology, so we didn't have any technical problems, just the challenges of what is already a difficult course combined with reduced chances for interaction.","{'neg': 0.036, 'neu': 0.874, 'pos': 0.09, 'compound': 0.915}","{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.6908}","{'neg': 0.036, 'neu': 0.874, 'pos': 0.09, 'compound': 0.915}",0.6908,0.915,0.22420000000000007
